CÌ_digo.do.MunicÌ_pio,MunicÌ_pio,Estado,Ano.de.ReferÌ»ncia,Prestadores,ServiÌ_os,IN015_AE...Ìçndice.de.coleta.de.esgoto..percentual.,IN016_AE...Ìçndice.de.tratamento.de.esgoto..percentual.,IN021_AE...ExtensÌ£o.da.rede.de.esgoto.por.ligaÌ_Ì£o..m.lig.,IN024_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,indiceDeEsgotoTratadoReferidoAguaConsumidaPercentual,IN047_AE...Ìçndice.de.atendimento.urbano.de.esgoto.referido.aos.municÌ_pios.atendidos.com.esgoto..percentual.,IN056_AE...Ìçndice.de.atendimento.total.de.esgoto.referido.aos.municÌ_pios.atendidos.com.ÌÁgua..percentual.,IN059_AE...Ìçndice.de.consumo.de.energia.elÌ©trica.em.sistemas.de.esgotamento.sanitÌÁrio..kWh.m..,GEOCODIGO
221135,VÌÁrzea Branca,PI,2015,[22110000] ÌÅguas e Esgotos do PiauÌ_ S/A - AGESPISA; [22113540] Prefeitura Municipal de VÌÁrzea Branca - PMVB,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2211357
221150,Vera Mendes,PI,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2211506
221160,Vila Nova do PiauÌ_,PI,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2211605
221170,Wall Ferraz,PI,2015,[22110000] ÌÅguas e Esgotos do PiauÌ_ S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2211704
230010,Abaiara,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2300101
230015,AcarapÌ©,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,22.8,100,15.01,20.39,22.8,20.39,10.61,0.33,2300150
230030,Acopiara,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,17.68,100,12.91,14.9,17.68,14.9,7.35,0.43,2300309
230040,Aiuaba,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2300408
230050,AlcÌ¢ntaras,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23005040] Prefeitura Municipal de AlcÌ¢ntaras - PMA,ÌÅgua e Esgoto; Res SÌ_lidos,41.66,100,10.31,40.07,41.66,40.07,12.83,0.09,2300507
230060,Altaneira,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,10.33,100,20.14,10.11,10.33,10.11,7.31,0,2300606
230070,Alto Santo,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2300705
230080,Antonina do Norte,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2300804
230090,ApuiarÌ©s,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2300903
230110,Aracati,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,20.65,100,15.65,20.93,20.65,20.93,13.33,0.37,2301109
230120,Aracoiaba,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2301208
230125,ArarendÌÁ,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23012540] Prefeitura Municipal de ArarendÌÁ - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2301257
230130,Araripe,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2301307
230140,Aratuba,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA,ÌÅgua e Esgoto; Res SÌ_lidos,28.62,100,8.1,26.96,28.62,26.96,8.81,0.72,2301406
230150,Arneiroz,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2301505
230160,AssarÌ©,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2301604
230170,Aurora,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA,ÌÅgua e Esgoto; Res SÌ_lidos,11.98,100,15.17,13.07,11.98,13.07,6.29,1.09,2301703
230180,Baixio,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2301802
230185,BanabuiÌ_,CE,2015,[23018511] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2301851
230190,Barbalha,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,10.84,100,16.66,9.87,10.84,9.87,6.78,0.21,2301901
230195,Barreira,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO,ÌÅgua e Esgoto; Res SÌ_lidos,12.31,100,25.98,12.43,12.31,12.43,5.16,0.25,2301950
230200,Barro,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,8.22,100,15.29,9.34,8.22,9.34,5.71,0.12,2302008
230210,BaturitÌ©,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,1.88,100,7.04,2.67,1.88,2.67,1.96,0.08,2302107
230240,Boa Viagem,CE,2015,[23024011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV,ÌÅgua; Esgoto; Res SÌ_lidos,100,0,13.65,66.8,0,66.8,33.85,0,2302404
230250,Brejo Santo,CE,2015,[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2302503
230270,Campos Sales,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,18.47,100,11.06,13.2,18.47,13.2,9.5,0.75,2302701
230280,CanindÌ©,CE,2015,[23028011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto de CanindÌ© - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,9.32,100,6.08,21.33,9.32,21.33,13.43,NA,2302800
230290,Capistrano,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2302909
230300,Caridade,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2303006
230310,CarirÌ©,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÌä - PMC,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2303105
230320,CaririaÌ_u,CE,2015,[23032011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAMAE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2303204
230330,CariÌ_s,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2303303
230340,Carnaubal,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÌàOS PÌ_BLICOS - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2303402
230360,Catarina,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC,ÌÅgua e Esgoto; Res SÌ_lidos,20.08,100,21.02,21.88,20.08,21.88,10.19,1.24,2303600
230365,Catunda,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2303659
230370,Caucaia,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,34.17,100,8.72,33.16,34.17,33.16,29.57,0.42,2303709
230380,Cedro,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,4.68,100,11.32,5.7,4.68,5.7,3.52,0,2303808
230393,ChorÌ_,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2303931
230395,Chorozinho,CE,2015,[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,7,99.97,0,99.97,60.39,0.02,2303956
230400,CoreaÌ_,CE,2015,[23040011] Prefeitura Municipal de CoreaÌ_ - PMC; [23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÌ_ - PMC,Esgoto; ÌÅgua e Esgoto; Res SÌ_lidos,100,6.24,9.93,79.19,15.89,79.19,65.02,2.3,2304004
230410,CrateÌ_s,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,35.22,100,15.58,36.27,35.22,36.27,26.23,0.3,2304103
230420,Crato,CE,2015,[23042011] Sociedade AnÌ«nima de ÌÅgua e Esgoto do Crato - SAAEC,ÌÅgua e Esgoto,21.83,0,8.52,33.22,0,33.22,27.61,NA,2304202
230423,CroatÌÁ,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC,ÌÅgua e Esgoto; Res SÌ_lidos,18.55,100,12.63,12.23,18.55,12.23,6.48,0.23,2304236
230426,Deputado Irapuan Pinheiro,CE,2015,[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  ServiÌ_os PÌ_blicos e Transportes - SOSPT,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2304269
230427,ErerÌ»,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2304277
230430,Farias Brito,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2304301
230435,Forquilha,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,27.02,100,10.12,28.91,27.02,28.91,20.53,0.15,2304350
230450,Frecheirinha,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente,ÌÅgua e Esgoto; Res SÌ_lidos,11.07,100,12.86,13.41,11.07,13.41,7.88,0.2,2304509
230460,General Sampaio,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2304608
230465,GraÌ_a,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÌàA - PMG,ÌÅgua e Esgoto; Res SÌ_lidos,12.03,100,20.81,11.34,12.03,11.34,4.38,0.54,2304657
230480,Granjeiro,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG,ÌÅgua e Esgoto; Res SÌ_lidos,33.6,100,8.58,37.74,33.6,37.74,11.17,0.16,2304806
230490,GroaÌ_ras,CE,2015,[23049011] Prefeitura Municipal de GroaÌ_ras - PMG; [23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23049040] Prefeitura Municipal de GroaÌ_ras - PMG,Esgoto; ÌÅgua; Res SÌ_lidos,57.6,15,8.19,100,11.52,100,100,1.13,2304905
230500,Guaraciaba do Norte,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN,ÌÅgua e Esgoto; Res SÌ_lidos,11.58,100,19.3,9.79,11.58,9.79,4.51,0.26,2305001
230510,Guaramiranga,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,54.43,100,4.24,32.79,54.43,32.79,19.65,0.7,2305100
230520,HidrolÌ¢ndia,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2305209
230523,Horizonte,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,15.29,100,7.52,7.42,15.29,7.42,6.87,0.36,2305233
230526,Ibaretama,CE,2015,[23052640] Secretaria de ServiÌ_os PÌ_blicos - SSP,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2305266
230530,Ibiapina,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2305308
230533,Ibicuitinga,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2305332
230535,IcapuÌ_,CE,2015,[23053511] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgotos de IcapuÌ_ - SAAE; [23053540] Secretaria de Obras. ServiÌ_os Publicos e Urbanismo - SecObras,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2305357
230540,IcÌ_,CE,2015,[23054011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÌÒ - PMI/ICÌÒ,ÌÅgua e Esgoto; Res SÌ_lidos,43.48,95.22,7.61,57.08,41.41,57.08,26.56,0.09,2305407
230550,Iguatu,CE,2015,[23055011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB,ÌÅgua e Esgoto; Res SÌ_lidos,19.53,100,6.62,19.77,19.53,19.77,15.29,0.11,2305506
230560,IndependÌ»ncia,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,22.6,100,11.75,22.94,22.6,22.94,10.29,0.55,2305605
230565,Ipaporanga,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2305654
230570,Ipaumirim,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2305704
230580,Ipu,CE,2015,[23058040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA,Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2305803
230590,Ipueiras,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2305902
230600,Iracema,CE,2015,[23060011] Prefeitura Municipal de Iracema - PMI; [23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23060040] PREFEITURA MUNICIPAL DE IRACEMA - PMI,Esgoto; ÌÅgua; Res SÌ_lidos,100,0,8.33,89.38,0,89.38,63.96,0,2306009
230610,IrauÌ_uba,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23061040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2306108
230620,ItaiÌ_aba,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23062040] PREFEITURA MUNICIPAL DE ITAIÌàABA-SECRETARIA DE INFRAESTRUTURA - PMI-SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2306207
230630,ItapagÌ©,CE,2015,[23063011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua e Esgoto,3.49,0,4.41,4.17,0,4.17,3.62,NA,2306306
230640,Itapipoca,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23064040] PREFEITURA DE ITAPIPOCA - PMI,ÌÅgua e Esgoto; Res SÌ_lidos,46.69,100,4.6,38.34,46.69,38.34,22.1,0.44,2306405
230650,ItapiÌ_na,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23065040] SECRETARIA DE OBRAS INFRAESTRUTURA E CONTROLE URBANO - SOICU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2306504
230660,Itatira,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23066040] Secretaria Municipal de Infra Estrutura e Urbanismo S - SMIU,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2306603
230670,Jaguaretama,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23067040] Prefeitura Municipal de Jaguaretama - PMJ,ÌÅgua e Esgoto; Res SÌ_lidos,2.73,100,7.84,3.34,2.73,3.34,1.58,0.31,2306702
230680,Jaguaribara,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,50.49,100,21.06,73.08,50.49,73.08,50.68,0.23,2306801
230690,Jaguaribe,CE,2015,[23069011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA,ÌÅgua e Esgoto; Res SÌ_lidos,25.79,94.74,6.03,35.31,24.44,35.31,23.88,0.19,2306900
230700,Jaguaruana,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2307007
230710,Jardim,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2307106
230720,Jati,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2307205
230730,Juazeiro do Norte,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU,ÌÅgua e Esgoto; Res SÌ_lidos,23.29,100,7.09,22.89,23.29,22.89,21.99,0.31,2307304
230740,JucÌÁs,CE,2015,[23074011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua e Esgoto,41.14,63.83,11.43,57.38,26.26,57.38,34.1,0.28,2307403
230750,Lavras da Mangabeira,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2307502
230760,Limoeiro do Norte,CE,2015,[23076011] ServiÌ_o AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua e Esgoto,21.32,100,15.6,29.55,21.32,29.55,17.06,0.13,2307601
230763,Madalena,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2307635
230770,Maranguape,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,7.64,100,8.19,7.55,7.64,7.55,5.74,0.34,2307700
230800,MassapÌ»,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA,ÌÅgua e Esgoto; Res SÌ_lidos,17.93,100,10.32,20.5,17.93,20.5,13.97,0.74,2308005
230810,Mauriti,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM,ÌÅgua e Esgoto; Res SÌ_lidos,14.76,100,7.82,11,14.76,11,5.79,0.19,2308104
230820,Meruoca,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2308203
230830,Milagres,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2308302
230835,MilhÌ£,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2308351
230837,MiraÌ_ma,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2308377
230840,MissÌ£o Velha,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,2.82,100,20.29,2.33,2.82,2.33,1.05,0.88,2308401
230850,MombaÌ_a,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBAÌàA - PMM,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2308500
230860,Monsenhor Tabosa,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2308609
230870,Morada Nova,CE,2015,[23087011] ServiÌ_o de AutÌ«nomo de ÌÅgua e Esgoto - SAAE,ÌÅgua e Esgoto,2.41,100,10.53,4.53,2.41,4.53,2.58,NA,2308708
230900,Mucambo,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,10.62,100,13.71,17.2,10.62,17.2,11.06,0.28,2309003
230910,Mulungu,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM,ÌÅgua e Esgoto; Res SÌ_lidos,19.36,100,14.76,12.01,19.36,12.01,4.39,2.94,2309102
230920,Nova Olinda,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23092040] Secretaria de ServiÌ_o Publicos - SSP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2309201
230930,Nova Russas,CE,2015,,,NA,NA,NA,NA,NA,NA,NA,NA,2309300
230940,Novo Oriente,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI,ÌÅgua e Esgoto; Res SÌ_lidos,31.19,100,10.48,28.24,31.19,28.24,14.64,0.82,2309409
230945,Ocara,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID,ÌÅgua e Esgoto; Res SÌ_lidos,14.24,100,15.87,9.76,14.24,9.76,3.09,0.22,2309458
230950,OrÌ_s,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2309508
230960,Pacajus,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,20.1,100,15.56,3.28,20.1,3.28,2.69,1.81,2309607
230980,Pacoti,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,75.71,100,7.51,59.95,75.71,59.95,24.51,0.19,2309805
230990,PacujÌÁ,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua,NA,NA,NA,NA,NA,NA,NA,NA,2309904
231000,Palhano,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2310001
231010,PalmÌÁcia,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE,ÌÅgua e Esgoto,27.92,100,13.07,18.63,27.92,18.63,7.69,1.21,2310100
231030,Parambu,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento EconÌ«mico - SEINFRA,ÌÅgua; Res SÌ_lidos,NA,NA,NA,NA,NA,NA,NA,NA,2310308
231040,Paramoti,CE,2015,[23044000] Companhia de ÌÅgua e Esgoto do CearÌÁ - CAGECE; [23104040] Secretaria de Desenvolvimento AgrÌÁrio e Meio Ambiente - SEDAMA,ÌÅgua e Esgoto; Res SÌ_lidos,12.11,100,14.18,15.39,12.11,15.39,7.54,0.2,2310407
